# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec  2 03:24:48 2025
#
# User preference: *
#
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
#
loc_rowid,hostname,sy_snum,sy_pnum,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_age,st_ageerr1,st_ageerr2,st_agelim
3449,Kepler-20,2,6,5495.00,50.00,-50.00,0,0.916400,0.008700,-0.007700,0,0.929000,0.053000,-0.053000,0,0.0700,0.0800,-0.0800,0,5.6000,4.5000,-3.5000,0
3450,Kepler-20,2,6,5495.00,50.00,-50.00,0,0.916400,0.008700,-0.007700,0,0.929000,0.053000,-0.053000,0,0.0700,0.0800,-0.0800,0,5.6000,4.5000,-3.5000,0
3451,Kepler-20,2,6,5495.00,50.00,-50.00,0,0.916400,0.008700,-0.007700,0,0.929000,0.053000,-0.053000,0,0.0700,0.0800,-0.0800,0,5.6000,4.5000,-3.5000,0
3452,Kepler-20,2,6,5495.00,50.00,-50.00,0,0.916400,0.008700,-0.007700,0,0.929000,0.053000,-0.053000,0,0.0700,0.0800,-0.0800,0,5.6000,4.5000,-3.5000,0
3453,Kepler-20,2,6,5495.00,50.00,-50.00,0,0.963900,0.017700,-0.017700,0,0.948000,0.051000,-0.051000,0,0.0700,0.0800,-0.0800,0,7.6000,3.7000,-3.7000,0
3454,Kepler-200,1,2,5678.00,100.00,-100.00,0,0.944000,0.158000,-0.158000,0,0.972000,0.031000,-0.034000,0,-0.0060,0.0340,-0.0340,0,6.3000,1.5000,-1.5000,0
3455,Kepler-200,1,2,5678.00,100.00,-100.00,0,0.944000,0.158000,-0.158000,0,0.972000,0.031000,-0.034000,0,-0.0060,0.0340,-0.0340,0,6.3000,1.5000,-1.5000,0
3456,Kepler-2000,1,2,3757.00,74.00,-82.00,0,0.576000,0.022000,-0.036000,0,0.581000,0.029000,-0.029000,0,0.4800,0.0500,-0.1500,0,6.0000,0.9700,-0.9700,0
3457,Kepler-2000,1,2,3757.00,74.00,-82.00,0,0.576000,0.022000,-0.036000,0,0.581000,0.029000,-0.029000,0,0.4800,0.0500,-0.1500,0,6.0000,0.9700,-0.9700,0
3458,Kepler-2001,1,2,5081.00,166.00,-136.00,0,0.770000,0.095000,-0.055000,0,0.864000,0.049000,-0.085000,0,0.1200,0.2500,-0.3000,0,4.0000,3.8000,-3.8000,0
3459,Kepler-2001,1,2,5081.00,166.00,-136.00,0,0.770000,0.095000,-0.055000,0,0.864000,0.049000,-0.085000,0,0.1200,0.2500,-0.3000,0,4.0000,3.8000,-3.8000,0
3460,Kepler-201,1,2,6065.00,117.00,-117.00,0,1.229000,0.240000,-0.240000,0,1.098000,0.029000,-0.030000,0,-0.0442,0.0122,-0.0122,0,4.0700,0.9400,-0.8400,0
3461,Kepler-201,1,2,6065.00,117.00,-117.00,0,1.229000,0.240000,-0.240000,0,1.098000,0.029000,-0.030000,0,-0.0442,0.0122,-0.0122,0,4.0700,0.9400,-0.8400,0
3462,Kepler-202,1,2,4668.00,100.00,-100.00,0,0.667000,0.034000,-0.034000,0,0.683000,0.018000,-0.018000,0,-0.2100,0.0400,-0.0400,0,3.2400,3.0000,-1.4900,0
3463,Kepler-202,1,2,4668.00,100.00,-100.00,0,0.667000,0.034000,-0.034000,0,0.683000,0.018000,-0.018000,0,-0.2100,0.0400,-0.0400,0,3.2400,3.0000,-1.4900,0
3464,Kepler-203,1,3,5821.00,100.00,-100.00,0,1.114000,0.213000,-0.213000,0,1.060000,0.022000,-0.036000,0,0.0800,0.0400,-0.0400,0,1.7800,1.5300,-1.0500,0
3465,Kepler-203,1,3,5821.00,100.00,-100.00,0,1.114000,0.213000,-0.213000,0,1.060000,0.022000,-0.036000,0,0.0800,0.0400,-0.0400,0,1.7800,1.5300,-1.0500,0
3466,Kepler-203,1,3,5821.00,100.00,-100.00,0,1.114000,0.213000,-0.213000,0,1.060000,0.022000,-0.036000,0,0.0800,0.0400,-0.0400,0,1.7800,1.5300,-1.0500,0
3467,Kepler-204,1,2,5812.00,100.00,-100.00,0,1.238000,0.263000,-0.263000,0,1.038000,0.025000,-0.024000,0,0.0700,0.0400,-0.0400,0,1.4100,1.2200,-0.7500,0
3468,Kepler-204,1,2,5812.00,100.00,-100.00,0,1.238000,0.263000,-0.263000,0,1.038000,0.025000,-0.024000,0,0.0700,0.0400,-0.0400,0,1.4100,1.2200,-0.7500,0
3469,Kepler-205,1,2,4321.00,100.00,-100.00,0,0.546000,0.022000,-0.022000,0,0.592000,0.014000,-0.014000,0,-0.1254,0.0149,-0.0149,0,4.4200,0.9500,-0.9500,0
3470,Kepler-205,1,2,4321.00,100.00,-100.00,0,0.546000,0.022000,-0.022000,0,0.592000,0.014000,-0.014000,0,-0.1254,0.0149,-0.0149,0,4.4200,0.9500,-0.9500,0
3471,Kepler-206,1,3,5764.00,100.00,-100.00,0,1.185000,0.228000,-0.228000,0,0.957000,0.033000,-0.030000,0,0.0213,0.0130,-0.0130,0,8.3200,1.9200,-1.8600,0
3472,Kepler-206,1,3,5764.00,100.00,-100.00,0,1.185000,0.228000,-0.228000,0,0.957000,0.033000,-0.030000,0,0.0213,0.0130,-0.0130,0,8.3200,1.9200,-1.8600,0
3473,Kepler-206,1,3,5764.00,100.00,-100.00,0,1.185000,0.228000,-0.228000,0,0.957000,0.033000,-0.030000,0,0.0213,0.0130,-0.0130,0,8.3200,1.9200,-1.8600,0
3474,Kepler-207,1,3,5920.00,116.00,-116.00,0,1.588000,0.302000,-0.302000,0,1.313000,0.025000,-0.028000,0,0.2900,0.0400,-0.0400,0,3.6300,0.4400,-0.4700,0
3475,Kepler-207,1,3,5920.00,116.00,-116.00,0,1.588000,0.302000,-0.302000,0,1.313000,0.025000,-0.028000,0,0.2900,0.0400,-0.0400,0,3.6300,0.4400,-0.4700,0
3476,Kepler-207,1,3,5920.00,116.00,-116.00,0,1.588000,0.302000,-0.302000,0,1.313000,0.025000,-0.028000,0,0.2900,0.0400,-0.0400,0,3.6300,0.4400,-0.4700,0
3477,Kepler-208,1,4,6092.00,100.00,-100.00,0,1.314000,0.243000,-0.243000,0,1.082000,0.030000,-0.030000,0,-0.0423,0.0122,-0.0122,0,4.6800,1.0800,-0.9600,0
3478,Kepler-208,1,4,6092.00,100.00,-100.00,0,1.314000,0.243000,-0.243000,0,1.082000,0.030000,-0.030000,0,-0.0423,0.0122,-0.0122,0,4.6800,1.0800,-0.9600,0
3479,Kepler-208,1,4,6092.00,100.00,-100.00,0,1.314000,0.243000,-0.243000,0,1.082000,0.030000,-0.030000,0,-0.0423,0.0122,-0.0122,0,4.6800,1.0800,-0.9600,0
3480,Kepler-208,1,4,6092.00,100.00,-100.00,0,1.314000,0.243000,-0.243000,0,1.082000,0.030000,-0.030000,0,-0.0423,0.0122,-0.0122,0,4.6800,1.0800,-0.9600,0
3481,Kepler-209,1,2,5513.00,100.00,-100.00,0,0.935000,0.138000,-0.138000,0,0.971000,0.026000,-0.028000,0,0.1100,0.0126,-0.0126,0,1.9500,2.0300,-1.3200,0
3482,Kepler-209,1,2,5513.00,100.00,-100.00,0,0.935000,0.138000,-0.138000,0,0.971000,0.026000,-0.028000,0,0.1100,0.0126,-0.0126,0,1.9500,2.0300,-1.3200,0
3483,Kepler-21,2,1,6305.00,50.00,-50.00,0,1.902000,0.018000,-0.012000,0,1.408000,0.021000,-0.030000,0,-0.0300,0.1000,-0.1000,0,2.8400,0.3500,-0.3500,0
3484,Kepler-210,1,2,4559.00,100.00,-100.00,0,0.650000,0.033000,-0.033000,0,0.770000,0.017000,-0.019000,0,0.2772,0.0127,-0.0127,0,1.7800,0.9260,-0.4720,0
3485,Kepler-210,1,2,4559.00,100.00,-100.00,0,0.650000,0.033000,-0.033000,0,0.770000,0.017000,-0.019000,0,0.2772,0.0127,-0.0127,0,1.7800,0.9260,-0.4720,0
3486,Kepler-211,1,2,5123.00,100.00,-100.00,0,0.816000,0.054000,-0.054000,0,0.867000,0.009000,-0.014000,0,0.1510,0.0330,-0.0330,0,1.5500,0.7260,-0.3630,0
3487,Kepler-211,1,2,5123.00,100.00,-100.00,0,0.816000,0.054000,-0.054000,0,0.867000,0.009000,-0.014000,0,0.1510,0.0330,-0.0330,0,1.5500,0.7260,-0.3630,0
3488,Kepler-212,1,2,5852.00,100.00,-100.00,0,1.455000,0.272000,-0.272000,0,1.166000,0.037000,-0.037000,0,0.2200,0.0400,-0.0400,0,5.1300,1.3300,-0.7600,0
3489,Kepler-212,1,2,5852.00,100.00,-100.00,0,1.455000,0.272000,-0.272000,0,1.166000,0.037000,-0.037000,0,0.2200,0.0400,-0.0400,0,5.1300,1.3300,-0.7600,0
3490,Kepler-213,1,2,5696.00,100.00,-100.00,0,1.195000,0.223000,-0.223000,0,1.070000,0.029000,-0.028000,0,0.1500,0.0400,-0.0400,0,1.6200,0.9430,-0.4500,0
3491,Kepler-213,1,2,5696.00,100.00,-100.00,0,1.195000,0.223000,-0.223000,0,1.070000,0.029000,-0.028000,0,0.1500,0.0400,-0.0400,0,1.6200,0.9430,-0.4500,0
3492,Kepler-214,1,2,6169.00,100.00,-100.00,0,1.352000,0.252000,-0.252000,0,1.110000,0.029000,-0.023000,0,-0.0200,0.0400,-0.0400,0,1.5800,0.5880,-0.3100,0
3493,Kepler-214,1,2,6169.00,100.00,-100.00,0,1.352000,0.252000,-0.252000,0,1.110000,0.029000,-0.023000,0,-0.0200,0.0400,-0.0400,0,1.5800,0.5880,-0.3100,0
3494,Kepler-215,1,4,5739.00,164.00,-164.00,0,1.027000,0.236000,-0.236000,0,0.788000,0.018000,-0.012000,0,-0.4425,0.0123,-0.0123,0,1.6200,0.9000,-0.4220,0
3495,Kepler-215,1,4,5739.00,164.00,-164.00,0,1.027000,0.236000,-0.236000,0,0.788000,0.018000,-0.012000,0,-0.4425,0.0123,-0.0123,0,1.6200,0.9000,-0.4220,0
3496,Kepler-215,1,4,5739.00,164.00,-164.00,0,1.027000,0.236000,-0.236000,0,0.788000,0.018000,-0.012000,0,-0.4425,0.0123,-0.0123,0,1.6200,0.9000,-0.4220,0
3497,Kepler-215,1,4,5739.00,164.00,-164.00,0,1.027000,0.236000,-0.236000,0,0.788000,0.018000,-0.012000,0,-0.4425,0.0123,-0.0123,0,1.6200,0.9000,-0.4220,0
3498,Kepler-216,1,2,6091.00,120.00,-120.00,0,1.260000,0.243000,-0.243000,0,1.126000,0.045000,-0.043000,0,-0.1489,0.0136,-0.0136,0,0.2800,0.7800,-0.7800,0
3499,Kepler-216,1,2,6091.00,120.00,-120.00,0,1.260000,0.243000,-0.243000,0,1.126000,0.045000,-0.043000,0,-0.1489,0.0136,-0.0136,0,0.2800,0.7800,-0.7800,0
3500,Kepler-217,1,3,6171.00,109.00,-109.00,0,1.799000,0.256000,-0.256000,0,1.342000,0.023000,-0.024000,0,-0.0700,0.0400,-0.0400,0,2.4000,0.2300,-0.2100,0
3501,Kepler-217,1,3,6171.00,109.00,-109.00,0,1.799000,0.256000,-0.256000,0,1.342000,0.023000,-0.024000,0,-0.0700,0.0400,-0.0400,0,2.4000,0.2300,-0.2100,0
3502,Kepler-217,1,3,6341.00,96.97,-88.10,0,1.760000,0.463000,-0.369000,0,1.370000,0.157000,-0.124000,0,0.0900,0.1230,-0.0840,0,2.6300,0.4700,-0.5550,0
3503,Kepler-218,1,3,5502.00,74.00,-74.00,0,1.063000,0.083000,-0.083000,0,1.019000,0.021000,-0.021000,0,0.3700,0.0400,-0.0400,0,3.0200,1.8800,-1.7000,0
3504,Kepler-218,1,3,5502.00,74.00,-74.00,0,1.063000,0.083000,-0.083000,0,1.019000,0.021000,-0.021000,0,0.3700,0.0400,-0.0400,0,3.0200,1.8800,-1.7000,0
3505,Kepler-218,1,3,5542.00,83.80,-66.18,0,1.020000,0.101000,-0.070000,0,1.010000,0.038000,-0.037000,0,0.3100,0.0660,-0.0680,0,5.6200,3.0700,-3.3500,0
3506,Kepler-219,1,3,5786.00,100.00,-100.00,0,1.491000,0.249000,-0.249000,0,1.164000,0.035000,-0.033000,0,0.3600,0.0400,-0.0400,0,4.0000,1.1000,-1.1000,0
3507,Kepler-219,1,3,5786.00,100.00,-100.00,0,1.491000,0.249000,-0.249000,0,1.164000,0.035000,-0.033000,0,0.3600,0.0400,-0.0400,0,4.0000,1.1000,-1.1000,0
3508,Kepler-219,1,3,5786.00,100.00,-100.00,0,1.491000,0.249000,-0.249000,0,1.164000,0.035000,-0.033000,0,0.3600,0.0400,-0.0400,0,4.0000,1.1000,-1.1000,0
3509,Kepler-22,1,1,5596.00,61.00,-61.00,0,0.869000,0.011000,-0.011000,0,0.857000,0.051000,-0.043000,0,-0.2550,0.0650,-0.0650,0,7.0000,4.0000,-4.2000,0
3510,Kepler-220,1,4,4632.00,100.00,-100.00,0,0.666000,0.034000,-0.034000,0,0.729000,0.018500,-0.018500,0,-0.1738,0.0209,-0.0209,0,6.0000,4.0000,-4.0000,0
3511,Kepler-220,1,4,4632.00,100.00,-100.00,0,0.666000,0.034000,-0.034000,0,0.729000,0.018500,-0.018500,0,-0.1738,0.0209,-0.0209,0,6.0000,4.0000,-4.0000,0
3512,Kepler-220,1,4,4632.00,100.00,-100.00,0,0.666000,0.034000,-0.034000,0,0.729000,0.018500,-0.018500,0,-0.1738,0.0209,-0.0209,0,6.0000,4.0000,-4.0000,0
3513,Kepler-220,1,4,4632.00,100.00,-100.00,0,0.666000,0.034000,-0.034000,0,0.729000,0.018500,-0.018500,0,-0.1738,0.0209,-0.0209,0,6.0000,4.0000,-4.0000,0
3514,Kepler-221,1,4,5243.00,100.00,-100.00,0,0.821000,0.075000,-0.075000,0,0.854000,0.012000,-0.016000,0,0.0616,0.0310,-0.0310,0,1.7800,1.3800,-1.2300,0
3515,Kepler-221,1,4,5243.00,100.00,-100.00,0,0.821000,0.075000,-0.075000,0,0.854000,0.012000,-0.016000,0,0.0616,0.0310,-0.0310,0,1.7800,1.3800,-1.2300,0
3516,Kepler-221,1,4,5243.00,100.00,-100.00,0,0.821000,0.075000,-0.075000,0,0.854000,0.012000,-0.016000,0,0.0616,0.0310,-0.0310,0,1.7800,1.3800,-1.2300,0
3517,Kepler-221,1,4,5243.00,100.00,-100.00,0,0.821000,0.075000,-0.075000,0,0.854000,0.012000,-0.016000,0,0.0616,0.0310,-0.0310,0,1.7800,1.3800,-1.2300,0
3518,Kepler-222,1,3,5433.00,200.00,-200.00,0,0.869000,0.380000,-0.380000,0,0.933000,0.019000,-0.011000,0,0.3300,0.0400,-0.0400,0,1.1700,1.5200,-0.7400,0
3519,Kepler-222,1,3,5433.00,200.00,-200.00,0,0.869000,0.380000,-0.380000,0,0.933000,0.019000,-0.011000,0,0.3300,0.0400,-0.0400,0,1.1700,1.5200,-0.7400,0
3520,Kepler-222,1,3,5433.00,200.00,-200.00,0,0.869000,0.380000,-0.380000,0,0.933000,0.019000,-0.011000,0,0.3300,0.0400,-0.0400,0,1.1700,1.5200,-0.7400,0
3521,Kepler-223,1,4,5803.00,25.00,-25.00,0,1.720000,0.070000,-0.140000,0,1.125000,0.094000,-0.073000,0,0.1000,0.0400,-0.0400,0,8.9100,1.0900,-0.9700,0
3522,Kepler-223,1,4,5803.00,25.00,-25.00,0,1.720000,0.070000,-0.140000,0,1.125000,0.094000,-0.073000,0,0.1000,0.0400,-0.0400,0,8.9100,1.0900,-0.9700,0
3523,Kepler-223,1,4,5803.00,25.00,-25.00,0,1.720000,0.070000,-0.140000,0,1.125000,0.094000,-0.073000,0,0.1000,0.0400,-0.0400,0,8.9100,1.0900,-0.9700,0
3524,Kepler-223,1,4,5803.00,25.00,-25.00,0,1.720000,0.070000,-0.140000,0,1.125000,0.094000,-0.073000,0,0.1000,0.0400,-0.0400,0,8.9100,1.0900,-0.9700,0
3525,Kepler-224,1,4,5018.00,100.00,-100.00,0,0.676000,0.038000,-0.038000,0,0.777000,0.020000,-0.022000,0,-0.0600,0.0400,-0.0400,0,2.2900,2.2100,-0.9400,0
3526,Kepler-224,1,4,5018.00,100.00,-100.00,0,0.676000,0.038000,-0.038000,0,0.777000,0.020000,-0.022000,0,-0.0600,0.0400,-0.0400,0,2.2900,2.2100,-0.9400,0
3527,Kepler-224,1,4,5018.00,100.00,-100.00,0,0.676000,0.038000,-0.038000,0,0.777000,0.020000,-0.022000,0,-0.0600,0.0400,-0.0400,0,2.2900,2.2100,-0.9400,0
3528,Kepler-224,1,4,5018.00,100.00,-100.00,0,0.676000,0.038000,-0.038000,0,0.777000,0.020000,-0.022000,0,-0.0600,0.0400,-0.0400,0,2.2900,2.2100,-0.9400,0
3529,Kepler-225,1,2,3682.00,150.00,-150.00,0,0.480000,0.020000,-0.020000,0,0.593000,0.014000,-0.014000,0,-0.0400,0.0890,-0.0790,0,2.8800,3.3000,-1.3300,0
3530,Kepler-225,1,2,3682.00,150.00,-150.00,0,0.480000,0.020000,-0.020000,0,0.593000,0.014000,-0.014000,0,-0.0400,0.0890,-0.0790,0,2.8800,3.3000,-1.3300,0
3531,Kepler-226,1,3,5571.00,200.00,-200.00,0,0.802000,0.318000,-0.318000,0,0.904000,0.029000,-0.030000,0,0.0900,0.0400,-0.0400,0,4.1700,3.4200,-2.7600,0
3532,Kepler-226,1,3,5571.00,200.00,-200.00,0,0.802000,0.318000,-0.318000,0,0.904000,0.029000,-0.030000,0,0.0900,0.0400,-0.0400,0,4.1700,3.4200,-2.7600,0
3533,Kepler-226,1,3,5571.00,200.00,-200.00,0,0.802000,0.318000,-0.318000,0,0.904000,0.029000,-0.030000,0,0.0900,0.0400,-0.0400,0,4.1700,3.4200,-2.7600,0
3534,Kepler-227,1,2,5854.00,200.00,-200.00,0,1.091000,0.547000,-0.547000,0,0.954000,0.035000,-0.034000,0,0.1000,0.0400,-0.0400,0,3.9800,2.7800,-2.4000,0
3535,Kepler-227,1,2,5854.00,200.00,-200.00,0,1.091000,0.547000,-0.547000,0,0.954000,0.035000,-0.034000,0,0.1000,0.0400,-0.0400,0,3.9800,2.7800,-2.4000,0
3536,Kepler-228,1,3,6043.00,200.00,-200.00,0,1.014000,0.465000,-0.465000,0,1.006000,0.035000,-0.033000,0,0.1800,0.0400,-0.0400,0,6.7600,2.1500,-2.4000,0
3537,Kepler-228,1,3,6043.00,200.00,-200.00,0,1.014000,0.465000,-0.465000,0,1.006000,0.035000,-0.033000,0,0.1800,0.0400,-0.0400,0,6.7600,2.1500,-2.4000,0
3538,Kepler-228,1,3,6043.00,200.00,-200.00,0,1.014000,0.465000,-0.465000,0,1.006000,0.035000,-0.033000,0,0.1800,0.0400,-0.0400,0,6.7600,2.1500,-2.4000,0
3539,Kepler-229,1,3,5120.00,200.00,-200.00,0,0.728000,0.257000,-0.257000,0,0.808000,0.017000,-0.021000,0,0.0600,0.0400,-0.0400,0,2.0400,3.4500,-1.4800,0
3540,Kepler-229,1,3,5120.00,200.00,-200.00,0,0.728000,0.257000,-0.257000,0,0.808000,0.017000,-0.021000,0,0.0600,0.0400,-0.0400,0,2.0400,3.4500,-1.4800,0
3541,Kepler-229,1,3,5120.00,200.00,-200.00,0,0.728000,0.257000,-0.257000,0,0.808000,0.017000,-0.021000,0,0.0600,0.0400,-0.0400,0,2.0400,3.4500,-1.4800,0
3542,Kepler-23,1,3,5828.00,100.00,-100.00,0,1.548000,0.048000,-0.048000,0,1.078000,0.077000,-0.077000,0,-0.1120,0.0264,-0.0264,0,9.1200,0.8800,-0.8000,0
3543,Kepler-23,1,3,5828.00,100.00,-100.00,0,1.548000,0.048000,-0.048000,0,1.078000,0.077000,-0.077000,0,-0.1120,0.0264,-0.0264,0,9.1200,0.8800,-0.8000,0
3544,Kepler-23,1,3,5828.00,100.00,-100.00,0,1.548000,0.048000,-0.048000,0,1.078000,0.077000,-0.077000,0,-0.1120,0.0264,-0.0264,0,9.1200,0.8800,-0.8000,0
3545,Kepler-230,1,2,5588.00,200.00,-200.00,0,0.817000,0.415000,-0.415000,0,0.784000,0.032000,-0.028000,0,-0.2100,0.0400,-0.0400,0,1.8000,4.0000,-4.0000,0
3546,Kepler-230,1,2,5588.00,200.00,-200.00,0,0.817000,0.415000,-0.415000,0,0.784000,0.032000,-0.028000,0,-0.2100,0.0400,-0.0400,0,1.8000,4.0000,-4.0000,0
3547,Kepler-231,1,2,3767.00,150.00,-150.00,0,0.490000,0.021000,-0.021000,0,0.580000,0.014000,-0.014000,0,-0.1000,0.1100,-0.1100,0,3.1500,0.3800,-0.3800,0
3548,Kepler-231,1,2,3767.00,150.00,-150.00,0,0.490000,0.021000,-0.021000,0,0.580000,0.014000,-0.014000,0,-0.1000,0.1100,-0.1100,0,3.1500,0.3800,-0.3800,0
3549,Kepler-232,1,2,5847.00,200.00,-200.00,0,0.968000,0.460000,-0.460000,0,0.970000,0.056000,-0.052000,0,0.0300,0.1290,-0.1620,0,1.4000,3.1000,-3.1000,0
3550,Kepler-232,1,2,5847.00,200.00,-200.00,0,0.968000,0.460000,-0.460000,0,0.970000,0.056000,-0.052000,0,0.0300,0.1290,-0.1620,0,1.4000,3.1000,-3.1000,0
3551,Kepler-233,1,2,5360.00,200.00,-200.00,0,0.758000,0.206000,-0.206000,0,0.855000,0.024000,-0.024000,0,-0.0900,0.1540,-0.1820,0,0.6000,3.7000,-3.7000,0
3552,Kepler-233,1,2,5360.00,200.00,-200.00,0,0.758000,0.206000,-0.206000,0,0.855000,0.024000,-0.024000,0,-0.0900,0.1540,-0.1820,0,0.6000,3.7000,-3.7000,0
3553,Kepler-234,1,2,6224.00,200.00,-200.00,0,1.113000,0.495000,-0.495000,0,1.129000,0.031000,-0.033000,0,0.2200,0.0400,-0.0400,0,2.8800,1.4800,-1.5000,0
3554,Kepler-234,1,2,6224.00,200.00,-200.00,0,1.113000,0.495000,-0.495000,0,1.129000,0.031000,-0.033000,0,0.2200,0.0400,-0.0400,0,2.8800,1.4800,-1.5000,0
3555,Kepler-235,1,4,4255.00,100.00,-100.00,0,0.554000,0.021000,-0.021000,0,0.581000,0.018000,-0.018000,0,-0.5100,0.0600,-0.0600,0,6.0000,0.6000,-0.3000,0
3556,Kepler-235,1,4,4255.00,100.00,-100.00,0,0.554000,0.021000,-0.021000,0,0.581000,0.018000,-0.018000,0,-0.5100,0.0600,-0.0600,0,6.0000,0.6000,-0.3000,0
3557,Kepler-235,1,4,4255.00,100.00,-100.00,0,0.554000,0.021000,-0.021000,0,0.581000,0.018000,-0.018000,0,-0.5100,0.0600,-0.0600,0,6.0000,0.6000,-0.3000,0
3558,Kepler-235,1,4,4255.00,100.00,-100.00,0,0.554000,0.021000,-0.021000,0,0.581000,0.018000,-0.018000,0,-0.5100,0.0600,-0.0600,0,6.0000,0.6000,-0.3000,0
3559,Kepler-236,1,2,3750.00,150.00,-150.00,0,0.510000,0.019000,-0.019000,0,0.596005,0.020415,-0.020415,0,-0.0500,0.0730,-0.1030,0,0.9100,0.2800,-0.2800,0
3560,Kepler-236,1,2,3750.00,150.00,-150.00,0,0.510000,0.019000,-0.019000,0,0.596005,0.020415,-0.020415,0,-0.0500,0.0730,-0.1030,0,0.9100,0.2800,-0.2800,0
3561,Kepler-237,1,2,4861.00,200.00,-200.00,0,0.725000,0.383000,-0.383000,0,0.696000,0.017000,-0.017000,0,0.2200,0.0400,-0.0400,0,3.0200,3.9000,-2.1900,0
3562,Kepler-237,1,2,4861.00,200.00,-200.00,0,0.725000,0.383000,-0.383000,0,0.696000,0.017000,-0.017000,0,0.2200,0.0400,-0.0400,0,3.0200,3.9000,-2.1900,0
3563,Kepler-238,1,5,5751.00,100.00,-100.00,0,1.430000,0.264000,-0.264000,0,1.229000,0.035000,-0.062000,0,0.3400,0.0400,-0.0400,0,4.7900,1.5200,-0.6200,0
3564,Kepler-238,1,5,5751.00,100.00,-100.00,0,1.430000,0.264000,-0.264000,0,1.229000,0.035000,-0.062000,0,0.3400,0.0400,-0.0400,0,4.7900,1.5200,-0.6200,0
3565,Kepler-238,1,5,5751.00,100.00,-100.00,0,1.430000,0.264000,-0.264000,0,1.229000,0.035000,-0.062000,0,0.3400,0.0400,-0.0400,0,4.7900,1.5200,-0.6200,0
3566,Kepler-238,1,5,5800.00,60.00,-60.00,0,0.960000,0.410000,-0.080000,0,1.060000,0.170000,-0.120000,0,0.3400,0.0400,-0.0400,0,4.7900,1.5200,-0.6200,0
3567,Kepler-238,1,5,5800.00,60.00,-60.00,0,0.960000,0.410000,-0.080000,0,1.060000,0.170000,-0.120000,0,0.3400,0.0400,-0.0400,0,4.7900,1.5200,-0.6200,0
3568,Kepler-239,1,2,4914.00,100.00,-100.00,0,0.763000,0.044000,-0.044000,0,0.757000,0.019000,-0.019000,0,0.1700,0.0400,-0.0400,0,3.3100,2.2500,-1.5300,0
3569,Kepler-239,1,2,4914.00,100.00,-100.00,0,0.763000,0.044000,-0.044000,0,0.757000,0.019000,-0.019000,0,0.1700,0.0400,-0.0400,0,3.3100,2.2500,-1.5300,0
3570,Kepler-24,1,4,6028.00,116.00,-116.00,0,1.099000,0.039000,-0.039000,0,1.060000,0.069000,-0.069000,0,-0.0708,0.0137,-0.0137,0,3.0200,1.5500,-1.4700,0
3571,Kepler-24,1,4,6028.00,116.00,-116.00,0,1.099000,0.039000,-0.039000,0,1.060000,0.069000,-0.069000,0,-0.0708,0.0137,-0.0137,0,3.0200,1.5500,-1.4700,0
3572,Kepler-24,1,4,5897.00,219.00,-219.00,0,1.289000,0.291000,-0.291000,0,1.046000,0.035000,-0.034000,0,-0.0708,0.0137,-0.0137,0,3.0200,1.5500,-1.4700,0
3573,Kepler-24,1,4,5897.00,219.00,-219.00,0,1.289000,0.291000,-0.291000,0,1.046000,0.035000,-0.034000,0,-0.0708,0.0137,-0.0137,0,3.0200,1.5500,-1.4700,0
3574,Kepler-240,1,2,4985.00,200.00,-200.00,0,0.739000,0.299000,-0.299000,0,0.868000,0.017000,-0.019000,0,0.4100,0.0400,-0.0400,0,1.9100,2.7700,-1.3700,0
3575,Kepler-240,1,2,4985.00,200.00,-200.00,0,0.739000,0.299000,-0.299000,0,0.868000,0.017000,-0.019000,0,0.4100,0.0400,-0.0400,0,1.9100,2.7700,-1.3700,0
